author_id,author_name
2264,"Stacy Schiff"
2265,"Antoine de Saint-Exupéry"
2266,"M.C. Beaton"
2267,"Alex Went"
2268,"James Shapiro"
2269,"Celeste Davidson Mannis"
2270,"Pierre Boulle"
2271,"Xan Fielding"
2272,"William T. Quick"
2273,"Ian Edginton"
2274,"William Arrow"
2275,"David Gerrold"
2276,"John William Corrington"
2277,"Joyce Hooper Corrington"
2278,"Max Brooks"
2279,"Arthur C. Clarke"
2280,"Martin Gilbert"
2281,"James L. Stokesbury"
2282,"Anne Perry"
2283,"Sidney Paget"
2284,"David Timson"
2285,"Pam Smy"
2286,"Malvina G. Vogel"
2287,"Jamie Oliver"
2288,"David Loftus"
2289,"Chris Terry"
2290,"Marion Deuchars"
2291,"Darren Shan"
2292,"Rodman Philbrick"
2293,"Stefan Fatsis"
2294,"D.C. Talk"
2295,"The Voice of the Martyrs"
2296,"Rebecca St. James"
2297,"Mary E. DeMuth"
2298,"Tracey Lawrence"
2299,"Elizabeth Jusino"
2300,"Randy Cerveny"
2301,"Robert Bogdan"
2302,"Steve Miller"
2303,"Andre Duza"
2304,"Sakurako Gokurakuin"
2305,"Lindsey Johnston"
2306,"Kate Bornstein"
2307,"Sara Quin"
2308,"David Rakoff"
2309,"Tucker Max"
2310,"Sławomir Rawicz"
2311,"Richard Bachman"
2312,"Nelson Mandela"
2313,"Kofi Annan"
2314,"Danny Glover"
2315,"Nancy M. Armstrong"
2316,"Paulette Livers-Lambert"
2317,"Erik Larson"
2318,"Marc Bloch"
2319,"Peter Putnam"
2320,"Joseph Reese Strayer"
2321,"William Holdsworth"
2322,"Richard Hofstadter"
2323,"Edward Countryman"
2324,"Elizabeth Kostova"
2325,"Justine Eyre"
2326,"Robert B. Baer"
2327,"Peter Robinson"
2328,"East Bay M. U. D. Staff"
2329,"Nora Harlow"
2330,"Jill M. Singleton"
2331,"Barrie D. Coate"
2332,"Kristine Sandoe"
2333,"Leah Bendavid-Val"
2334,"National Geographic Society"
2335,"Bill Hurter"
2336,"J.D. Robb"
2337,"Jeff Smith"
2338,"Michel Etienne"
2339,"Daniel Mortier"
2340,"Elizabeth Gray"
2341,"Donald L. Lawler"
2342,"Michael Gillespie"
2343,"Joseph Bristow"
2344,"Usamah ibn Munqidh"
2345,"Philip Khuri Hitti"
2346,"Richard W. Bulliet"
2347,"Gail Grant"
2348,"Eliza Gaynor Minden"
2349,"John Green"
2350,"Caroline Denzler"
2351,"Peter Martins"
2352,"Paul Kolnik"
2353,"Richard Corman"
2354,"Howard Kaplan"
2355,"Barbara Newman"
2356,"Gill Tomblin"
2357,"Darcey Bussell"
2358,"Alexandra Moss"
2359,"Veronica Bennett"
2360,"Jane Yolen"
2361,"George Balanchine"
2362,"Francis Mason"
2363,"Scott Speck"
2364,"Evelyn Cisneros"
2365,"Adèle Geras"
2366,"Shelagh McNicholas"
2367,"Carol Lee"
2368,"Katharine Holabird"
2369,"Helen Craig"
2370,"Janice Ross"
2371,"Allan Ulrich"
2372,"Brigitte Lefevre"
2373,"Susan Au"
2374,"John White"
2375,"Jahnna N. Malcolm"
2376,"Nicholas Evans"
2377,"Marian Keyes"
2378,"Magda Botin"
2379,"Madga Bogin"
2380,"Frederick P. Lenz"
2381,"Jimmy Carter"
2382,"Steven F. Hayward"
2383,"Fannie Flagg"
2384,"Stephen Nachmanovitch"
2385,"Rupa Bajwa"
2386,"Sophie Kinsella"
2387,"Nuala O'Faolain"
2388,"James T. Farrell"
2389,"Charles Fanning"
2390,"John Miller"
2391,"Stuart Dybek"
2392,"Richard Peter McKeon"
2393,"Søren Kierkegaard"
2394,"Walter Lowrie"
2395,"Georg Wilhelm Friedrich Hegel"
2396,"A.V. Miller"
2397,"John Niemeyer Findlay"
2398,"Yirmiyahu Yovel"
2399,"Martin Heidegger"
2400,"Kenneth Maly"
2401,"Parvis Emad"
2402,"John M. Cooper"
2403,"Dorothea Frede"
2404,"Alexander Nehamas"
2405,"Anthony Kenny"
2406,"Rosamond Kent Sprague"
2407,"Nicholas D. Smith"
2408,"Karen Bell"
2409,"D.S. Hutchinson"
2410,"Donald J. Zeyl"
2411,"Francisco J. González"
2412,"Diskin Clay"
2413,"Malcolm Schofield"
2414,"Glenn R. Morrow"
2415,"Jonathan Barnes"
2416,"G.M.A. Grube"
2417,"Brad Inwood"
2418,"Mark Joyal"
2419,"Jackson P. Hershbell"
2420,"J.M. Edmonds"
2421,"Myles Burnyeat"
2422,"Nicholas P. White"
2423,"Mary Louise Gill"
2424,"David Gallop"
2425,"Jeffrey Mitscherling"
2426,"Richard D. McKiharan Jr."
2427,"Andrew S. Becker"
2428,"Mark Reuter"
2429,"M.J. Levett"
2430,"Paul Ryan"
2431,"Christopher Biffle"
2432,"Jenny Nimmo"
2433,"Gertrude Chandler Warner"
2434,"Marcel Proust"
2435,"C.K. Scott Moncrieff"
2436,"Terence Kilmartin"
2437,"D.J. Enright"
2438,"Miroslav Volf"
2439,"Eduardo Galeano"
2440,"Cedric Belfrage"
2441,"Mark Schafer"
2442,"Jack Frost"
2443,"William Stacy Johnson"
2444,"Linda Lael Miller"
2445,"John O'Donohue"
2446,"Mark Behr"
2447,"Claudia Conde"
2448,"Julia Briggs"
2449,"Marjane Satrapi"
2450,"Mattias Ripa"
2451,"Anjali Singh"
2452,"Dave Barry"
2453,"Ridley Pearson"
2454,"Greg Call"
2455,"Julie Garwood"
2456,"Robert Jordan"
2457,"David Horowitz"
2458,"Richard Poe"
2459,"Michelle Sagara"
2460,"Michelle Sagara West"
2461,"Robert A. Johnson"
2462,"Jun'ichirō Tanizaki"
2463,"Thomas J. Harper"
2464,"Elisabeth Elliot"
2465,"Christine Feehan"
2466,"Alfred Birnbaum"
2467,"Jay Rubin"
2468,"David Payne"
2469,"Nikolaus Hansen"
2470,"Pociao "
2471,"Roberto de Hollanda"
2472,"Walter Hartmann"
2473,"Lee Stringer"
2474,"Ivan Chermayeff"
2475,"Dave McKean"
2476,"Leo Dillon"
2477,"Diane Dillon"
2478,"Dave Gibbons"
2479,"Richard Corben"
2480,"Mike Mignola"
2481,"Sam Weller"
2482,"Richard H. Rovere"
2483,"Italo Calvino"
2484,"Peter Washington"
2485,"Erica Jong"
2486,"Jessica Hagedorn"
2487,"Stephen Kinzer"
2488,"Thomas Fahy"
2489,"Milan Kundera"
2490,"Michael Henry Heim"
2491,"Joy Kogawa"
2492,"Barack Obama"
2493,"Jon Halliday"
2494,"Mao Zedong"
2495,"Peter Hessler"
2496,"Peg Kerr"
2497,"D.H. Lawrence"
2498,"Robin Norwood"
2499,"Susan Forward"
2500,"Joan Torres"
2501,"Jonathan Lethem"
2502,"Kenneth Robeson"
2503,"Lester Dent"
2504,"Terry Tempest Williams"
2505,"T.H. Watkins"
2506,"Albert Marrin"
2507,"C.B. Mordan"
2508,"James Clavell"
2509,"John "Red" Shea"
2510,"Mark Wahlberg"
2511,"Ben Katchor"
2512,"Ellen Archer"
2513,"Patrick Lawlor"
2514,"Åsne Seierstad"
2515,"Ingrid Christopherson"
2516,"Fatemeh Keshavarz"
2517,"Joseph E. Stiglitz"
2518,"Curtis Sittenfeld"
2519,"Richard Maltby"
2520,"Melvyn Bragg"
2521,"Denis Johnson"
2522,"Bob Colacello"
2523,"James C.    Simmons"
2524,"Marie Rudisill"
2525,"Rudolph R. Windsor"
2526,"El Hagahn"
2527,"Kira Salak"
2528,"Ian Buruma"
2529,"Gertrude the Great"
2530,"Gertrud Jaron Lewis"
2531,"Ursula Gräfe"
2532,"Kōbō Abe"
2533,"E. Dale Saunders"
2534,"Juliet Winters Carpenter"
2535,"Max Frisch"
2536,"Bernd Matzkowski"
2537,"Hazel E. Barnes"
2538,"Mary Warnock"
2539,"Richard Eyre"
2540,"Sten Nadolny"
2541,"C.D. Payne"
2542,"Deborah Spungen"
2543,"Alex Cox"
2544,"Abbe Wool"
2545,"James D. Bradley"
2546,"Ron Powers"
2547,"Michael R. French"
2548,"Philip Pullman"
2549,"Antonia Fraser"
2550,"Alison Weir"
2551,"J. Keith Cheetham"
2552,"Tad Williams"
2553,"Jenny Wormald"
2554,"John Guy"
2555,"Carolly Erickson"
2556,"Robert Hutchinson"
2557,"Margaret George"
2558,"Margaret Hodges"
2559,"Trina Schart Hyman"
2560,"Gene Wilder"
2561,"Nora Bierich"
2562,"Kyle Freeman"
2563,"Sigrid Nunez"
2564,"Helen Fisher"
2565,"Mary Jane Maffini"
2566,"Stephen Colbert"
2567,"Paul Dinello"
2568,"Joe Mantello"
2569,"Dobrica Erić"
2570,"Wisława Szymborska"
2571,"Stanisław Barańczak"
2572,"Clare Cavanagh"
2573,"Magnus J. Kruyski"
2574,"Joanna Trzeciak"
2575,"Czesław Miłosz"
2576,"Charlotte Brontë"
2577,"Michael Mason"
2578,"M.M. Kaye"
2579,"Paul Farmer"
2580,"Amartya Sen"
2581,"Fritjof Capra"
2582,"Edward T. Haslam"
2583,"Jim Marrs"
2584,"Mark S. Smith"
2585,"Patrick D. Miller"
2586,"Joan Dayan"
2587,"Colin Dayan"
2588,"Ted Steinberg"
2589,"Christopher Partridge"
2590,"Jim Powell"
2591,"Larry McMurtry"
2592,"Karen Rizzo"
2593,"Julie Andrews Edwards"
2594,"Emma Walton Hamilton"
2595,"Tony Walton"
2596,"Ruby Randig"
2597,"Johanna Westerman"
2598,"Giles Andreae"
2599,"Guy Parker-Rees"
2600,"Hugh Laurie"
2601,"Marina Belozerskaya"
2602,"David A. Ufer"
2603,"Kirsten Carlson"
2604,"Wilson Rawls"
2605,"Rafe Martin"
2606,"Borden Deal"
2607,"Kemp P. Battle"
2608,"Robert Bethke"
2609,"Harold Courlander"
2610,"Nicholasa Mohr"
2611,"Dick Perry"
2612,"John R. Erickson"
2613,"Marc Platt"
2614,"Andrew Hunt"
2615,"Andrew Cartmel"
2616,"Greg Behrendt"
2617,"Liz Tuccillo"
2618,"Michaela Muntean"
2619,"Pascal Lemaître"
2620,"Beth Hensperger"
2621,"Julie Kaufmann"
2622,"Martine Agassi"
2623,"Marieka Heinlen"
2624,"Sarah Susanka"
2625,"Kira Obolensky"
2626,"Rachel Lichtenstein"
2627,"Iain Sinclair"
2628,"Fiona McAuslan"
2629,"Matthew Norman"
2630,"Richard Gott"
2631,"Nancy Osa"
2632,"Stephen Coonts"
2633,"Kim Edwards"
2634,"Joyce Johnson"
2635,"Paul Pitchford"
2636,"Rebecca Wood"
2637,"Eugene Linden"
2638,"Margaret Rose"
2639,"Heather Rose Jones"
2640,"Geoffrey Brock"
2641,"Girolamo De Michele"
2642,"Alastair McEwen"
2643,"Agnolo di Cosimo Bronzino"
2644,"R.C.S. Libri"
2645,"John Radziewicz"
2646,"Hugh Bredin"
2647,"Candida Höfer"
2648,"Thomas Cleary"
2649,"Pulat Otkan"
2650,"Giray Fidan"
2651,"Gerald A. Michaelson"
2652,"Ralph D. Sawyer"
2653,"Declan Kiberd"
2654,"Pierdomenico Baccalario"
2655,"Iacopo Bruno"
2656,"Leah D. Janeczko"
2657,"Shelley Klein"
2658,"Barbara T. Cooper"
2659,"Michael Page"
2660,"Keith Wren"
2661,"King Arthur Flour"
2662,"Frank Portman"
2663,"George R.R. Martin"
2664,"ZBS Foundation"
2665,"Bettina Blanch Tyroller"
2666,"John Glover"
2667,"Ana Juan"
2668,"John Cullum"
2669,"Becky Ann Baker"
2670,"Íñigo Jáuregui"
2671,"Peter Gerety"
2672,"Arliss Howard"
2673,"Campbell Scott"
2674,"George Beahm"
2675,"Brian James Freeman"
2676,"Bev Vincent"
2677,"Glenn Chadbourne"
2678,"Peter Straub"
2679,"Stanley Wiater"
2680,"Hank Wagner"
2681,"María Mir"
2682,"Marie Milpois"
2683,"Sam Walton"
2684,"John Huey"
2685,"Barry Schwartz"
2686,"Robert D. Kaplan"
2687,"Andreas J. Köstenberger"
2688,"Peter T. O'Brien"
2689,"Roger Lowenstein"
2690,"Francine Pascal"
2691,"Molly Mia Stewart"
2692,"Ying-Hwa Hu"
2693,"Kate McMullan"
2694,"Janet Allison Brown"
2695,"R.W. Alley"
2696,"Rudyard Kipling"
2697,"Jeffrey Meyers"
2698,"George Gladir"
2699,"John L. Goldwater"
2700,"Steve Geppi"
2701,"Michael I. Silberkleit"
2702,"Walker Percy"
2703,"Gregory Maguire"
2704,"Douglas Smith"
2705,"Christopher M. Andrew"
2706,"Vasili Mitrokhin"
2707,"John Terra"
2708,"Stephen Clarke"
2709,"Geneviève "
2710,"Michael Heath"
2711,"Cassandra Campbell"
2712,"Edward Shenton"
2713,"Michael S. Reynolds"
2714,"Leonardo Padura"
2715,"John King"
2716,"William M. White"
2717,"Bernice Kert"
2718,"Amanda Hemingway"
2719,"John Slattery"
2720,"Bernard DeVoto"
2721,"Lynn Stegner"
2722,"E.B. White"
2723,"Dorothy Lobrano Guth"
2724,"Martha White"
2725,"Roger Angell"
2726,"Barbara Cohen"
2727,"Judith Stonehill"
2728,"Jon Lee Anderson"
2729,"José Hernández"
2730,"Leena Nivala"
2731,"Caroline Preston"
2732,"Allan C. Weisbecker"
2733,"Solomon Jones"
2734,"Steve Martin"
2735,"Anita Thompson"
2736,"Douglas Brinkley"
2737,"Walter Isaacson"
2738,"Evan Thomas"
2739,"Anne Lamott"
2740,"Cecelia Ahern"
2741,"Patricia Scanlan"
2742,"Gemma O'Connor"
2743,"Sarah Webb"
2744,"Morag Prunty"
2745,"Cathy Kelly"
2746,"Colette Caddle"
2747,"Marita Conlon-McKenna"
2748,"Martina Devlin"
2749,"Clare Dowling"
2750,"Catherine Foley"
2751,"Aine Greaney"
2752,"Suzanne Higgins"
2753,"Rosaleen Linehan"
2754,"Joan O'Neill"
2755,"Julie Parsons"
2756,"Deirdre Purcell"
2757,"Martina Reilly"
2758,"Mary Ryan"
2759,"Annie Sparrow"
2760,"Una Brankin"
2761,"Jerry Ahern"
2762,"Chris Gardner"
2763,"Jodi Picoult"
2764,"Charles Frazier"
2765,"Hanshan "
2766,"Red Pine"
2767,"John Blofeld"
2768,"Susan Lewis"
2769,"Billy Crystal"
2770,"Elizabeth Sayles"
2771,"Dick Schaap"
2772,"Phillip Margolin"
2773,"Timothy Truman"
2774,"Rick Leonardi"
2775,"Tom Raney"
2776,"Al Rio"
2777,"Janos Farkas"
2778,"James Axler"
2779,"Matt Keefe"
2780,"William Faulkner"
2781,"Noel Polk"
2782,"Joseph Blotner"
2783,"Katherine Neville"
2784,"Louise Bates Ames"
2785,"Frances L. Ilg"
2786,"Carol C. Haber"
2787,"Betty David"
2788,"Henepola Gunaratana"
2789,"Eliot Asinof"
2790,"Stephen Jay Gould"
2791,"Leonor Tejada Conde-Pelayo"
2792,"Harry Levin"
2793,"Jeri Johnson"
2794,"Thiên Lương"
2795,"Stevie Davies"
2796,"Richard J. Dunn"
2797,"Jane E. Gerver"
2798,"Bill Dodge"
2799,"Arturo Pérez-Reverte"
2800,"John Bowen"
2801,"Sonia Soto"
2802,"Anaïs Nin"
2803,"Gunther Stuhlmann"
2804,"Val Telberg"
2805,"Bart King"
2806,"Chris Sabatino"
2807,"Clint Willis"
2808,"Jason Hook"
2809,"Carmelina Payá"
2810,"Antonio Samons"
2811,"J. Maarten Troost"
2812,"Jim Trelease"
2813,"David K. Shipler"
2814,"Christie Ridgway"
2815,"Peter J. D'Adamo"
2816,"Catherine Whitney"
2817,"Isaac Asimov"
2818,"Robert A. Greenberg"
2819,"C.S. Lewis"
2820,"Kenneth Branagh"
2821,"Pauline Baynes"
2822,"Kathleen Norris"
2823,"Shifra Horn"
2824,"Dalya Bilu"
2825,"Pansy "
2826,"Isabella MacDonald Alden"
2827,"Elie Wiesel"
2828,"Robert McAfee Brown"
2829,"Matthew Fox"
2830,"Edward J. Larson"
2831,"Brian Troxell"
2832,"Frances Frenaye"
2833,"Stephen Becker"
2834,"Anne Borchardt"
2835,"Margo Maine"
2836,"Craig Johnson"
2837,"Craig L. Johnson"
2838,"Connie Mason"
2839,"Dan B. Allender"
2840,"Julia Alvarez"
2841,"Bruce Edward Walker"
2842,"Ken Kesey"
2843,"Iris Murdoch"
2844,"Mary Kinzie"
2845,"George Steiner"
2846,"Peter J. Conradi"
2847,"Peter Reed"
2848,"Susan Howatch"
2849,"Mary McCarthy"
2850,"Susan Cooper"
2851,"Donald Devenish Walsh"
2852,"Mercer Mayer"
2853,"A.S. Byatt"
2854,"Stephen Tapscott"
2855,"Scott Leonard"
2856,"Megan McMorris"
2857,"Barbara W. Tuchman"
2858,"Robert K. Massie"
2859,"Sinclair Lewis"
2860,"Michael R.  Meyer"
2861,"Brooke Allen"
2862,"Richard R. Lingeman"
2863,"Arthur Edward Waite"
2864,"Jan Frank"
2865,"Stasi Eldredge"
2866,"Gary Smalley"
2867,"Raymond Carver"
2868,"Robert Altman"
2869,"Luann Walther"
2870,"Philip Gourevitch"
2871,"The Paris Review"
2872,"Rebecca West"
2873,"Elizabeth Bishop"
2874,"Robert Gottlieb"
2875,"Billy Wilder"
2876,"Jack Gilbert"
2877,"T.S. Eliot"
2878,"James M. Cain"
2879,"Paul Hendrickson"
2880,"Marion Post Wolcott"
2881,"Alice Walker"
2882,"Melody Carlson"
2883,"Chaim Potok"
2884,"Jean-Daniel Brèque"
2885,"Patricia Schultz"
2886,"Robert R. McCammon"
2887,"William Olivier Desmond"
2888,"Maria Teresa Marenco"
2889,"Michele Wrightson"
2890,"Verónica Canales"
2891,"Lois H. Gresh"
2892,"Robert E. Weinberg"
2893,"Josh Hamilton"
2894,"Gregorio Vlastelica"
2895,"Eduardo Goligorsky"
2896,"Raynold Gideon"
2897,"Judith Farr"
2898,"Louise Carter"
2899,"Richard B. Sewall"
2900,"Emily Dickinson"
2901,"R.W. Franklin"
2902,"Sylvia Plath"
2903,"Karen V. Kukil"
2904,"Frieda Hughes"
2905,"Paul Alexander"
2906,"Frances McCullough"
2907,"Ronald Hayman"
2908,"Keri Hulme"
2909,"James Plath"
2910,"Jacquelyn Reinach"
2911,"Richard Hefter"
2912,"Oscar Hijuelos"
2913,"John Cheever"
2914,"Pelle Fritz-Crone"
2915,"Orhan Pamuk"
2916,"Maureen Freely"
2917,"عین له غریب"
2918,"Victoria Rowe Holbrook"
2919,"Rafael Carpintero"
2920,"Ian Jack"
2921,"Octavio Paz"
2922,"Eliot Weinberger"
2923,"Lysander Kemp"
2924,"Yara Milos"
2925,"Charles Tomlinson"
2926,"Monique Fong Wust"
2927,"G. Aroul"
2928,"Paul Blackburn"
2929,"Denise Levertov"
2930,"Muriel Rukeyser"
2931,"Mark Strand"
2932,"Helen Lane"
2933,"Anthony Minghella"
2934,"Penelope Fitzgerald"
2935,"Marilynne Robinson"
2936,"Hans Hermann"
2937,"Iris Menéndez"
2938,"Carol Shields"
2939,"Elisabeth Jean Wood"
2940,"Sid Fleischman"
2941,"Cynthia Voigt"
2942,"Mary B. Collins"
2943,"Andrew P. Trout"
2944,"Lou Priolo"
2945,"William Styron"
2946,"Robert L. Geneve"
2947,"Bebe Moore Campbell"
2948,"Anne Rice"
2949,"Stanley Crouch"
2950,"James Wood"
2951,"Kelley Armstrong"
2952,"Don Webb"
2953,"Jack Williamson"
2954,"Albert Camus"
2955,"Stuart Gilbert"
2956,"David Bellos"
2957,"Anthony Bower"
2958,"Herbert Read"
2959,"Jacqueline Levi-Valensi"
2960,"Arthur Goldhammer"
2961,"David Carroll"
2962,"Jacqueline Harpman"
2963,"Ros Schwartz"
2964,"Robert Polito"
2965,"Jim Thompson"
2966,"David Goodis"
2967,"Chester Himes"
2968,"Iain M. Banks"
2969,"Irene Bonhorst"
2970,"Alan MacGillivray"
2971,"Iain Banks"
2972,"Robert Faggen"
2973,"Tony Tanner"
2974,"John Dugdale"
2975,"Patricia Hall"
2976,"Paul Bowles"
2977,"Daniel Halpern"
2978,"Francine Prose"
2979,"Ann Major"
2980,"Paul Coughlin"
2981,"Laura Schlessinger"
2982,"Ludwig Wittgenstein"
2983,"G.E.M. Anscombe"
2984,"David Edmonds"
2985,"John Eidinow"
2986,"David Pears"
2987,"Brian McGuinness"
2988,"Bertrand Russell"
2989,"George Henrik von Wright"
2990,"Saul A. Kripke"
2991,"Ray Monk"
2992,"Allan Janik"
2993,"Stephen Toulmin"
2994,"Rush Rhees"
2995,"Eugene O'Neill"
2996,"Carlos A. Schwantes"
2997,"Samuel Beckett"
2998,"Jonathan Croall"
2999,"Peter Hall"
3000,"Eugène Ionesco"
3001,"Donald M. Allen"
3002,"Charles Marowitz"
3003,"Donald Watson"
3004,"Margaret Bertha Synge"
3005,"Luigi Pirandello"
3006,"Mark Musa"
3007,"Tom Stoppard"
3008,"Robert Rietty"
3009,"Julian Mitchell"
3010,"John Linstrum"
3011,"Sam Shepard"
3012,"Richard Gilman"
3013,"Robert Frost"
3014,"Noel Perrin"
3015,"Richard Adams"
3016,"Jacqueline K. Ogburn"
3017,"Marjorie A. Priceman"
3018,"Louise Borden"
3019,"Allan Drummond"
3020,"Marguerite Yourcenar"
3021,"Grace Frick"
3022,"Nicholas A. Basbanes"
3023,"Fatih Özgüven"
3024,"Morton Dauwen Zabel"
3025,"Frederick R. Karl"
3026,"Edward Connery Lathem"
3027,"Thomas Bernhard"
3028,"Michael Hofmann"
3029,"Richard Poirier"
3030,"Mark Richardson"
3031,"Jay Parini"
3032,"Tennessee Williams"
3033,"Arthur Miller"
3034,"Sam Bass Warner"
3035,"Nicholas Grene"
3036,"Chet Green"
3037,"Mary Pope Osborne"
3038,"Derek Jacobi"
3039,"Charles H. Wilson"
3040,"Imogen Stubbs"
3041,"Susan Moller Okin"
3042,"Carroll John Daly"
3043,"Drew Bishop"
3044,"Jo Ann Ooiman Robinson"
3045,"Nathaniel Hawthorne"
3046,"Thomas E. Connolly"
3047,"Nina Baym"
3048,"Kathryn Harrison"
3049,"Karin Jacobson"
3050,"Clifton Fadiman"
3051,"Gary Handwerk"
3052,"Walter Kaufmann"
3053,"Peter Gay"
3054,"R.J. Hollingdale"
3055,"Michael Teitelbaum"
3056,"Ron Zalme"
3057,"Nancy Milford"
3058,"João Guimarães Rosa"
3059,"Ruth Ozeki"
3060,"Florence Mortimer"
3061,"Katherine Streeter"
3062,"Richard Russo"
3063,"Gus Russo"
3064,"Richard Ford"
3065,"Graydon Carter"
3066,"Tom Ford"
3067,"Anna Wintour"
3068,"Bridget Foley"
3069,"Steven Watts"
3070,"Jim Morrison"
3071,"Mary B. Morrison"
3072,"Louis-Ferdinand Céline"
3073,"Ralph Manheim"
3074,"William T. Vollmann"
3075,"Paul Robert Magocsi"
3076,"Nella Larsen"
3077,"Carla Kaplan"
3078,"Charles Larson"
3079,"Marita Golden"
3080,"Sonny Brewer"
3081,"Peter Sekirin"
3082,"Boris Pasternak"
3083,"B. Deutsch"
3084,"Marina Tsvetaeva"
3085,"Rainer Maria Rilke"
3086,"Thomas Wolfe"
3087,"Pat Conroy"
3088,"Howard Korder"
3089,"Travis Bogard"
3090,"Norman Mailer"
3091,"John Buffalo Mailer"
3092,"Lynda La Plante"
3093,"James Hamilton-Paterson"
3094,"Erin McCarthy"
3095,"Pete McCarthy"
3096,"Anna Brailovsky"
3097,"Joseph Frank"
3098,"Alan Myers"
3099,"W. Michael Kelley"
3100,"David Mamet"
3101,"Robert Creeley"
3102,"Mary Roach"
3103,"Iain Levison"
3104,"P.G. Wodehouse"
3105,"Gretchen Schields"
3106,"Charles Bowden"
3107,"Richard Brautigan"
3108,"Taylan Taftaf"
3109,"Eudora Welty"
3110,"Michael Kreyling"
3111,"Richard Bausch"
3112,"Anne Fadiman"
3113,"Noam Chomsky"
3114,"John Rajchman"
3115,"Barry Pateman"
3116,"Gilbert Achcar"
3117,"Stephan R. Shalom"
3118,"Arthur Naiman"
3119,"David Barsamian"
3120,"Sandy Niemann"
3121,"Donaldo Macedo"
3122,"C.P. Otero"
3123,"Shirley Rousseau Murphy"
3124,"Jean-Jacques Rousseau"
3125,"Patrick Coleman"
3126,"Angela Scholar"
3127,"Maurice Cranston"
3128,"James A. Michener"
3129,"Robert Vavra"
3130,"John Grogan"
3131,"Graham Handley"
3132,"Terry C. Johnston"
3133,"Margot Adler"
3134,"Scott O'Dell"
3135,"Shirley Hazzard"
3136,"Charles R. Johnson"
3137,"Lydia Davis"
3138,"Elizabeth Dalton"
3139,"Elizabeth Mayne"
3140,"Ira Levin"
3141,"Otto Penzler"
3142,"Kate William"
3143,"William Hjortsberg"
3144,"Ridley Scott"
3145,"James Crumley"
3146,"Melissa M. Garcia"
3147,"Alice Kaplan"
3148,"Craig Raine"
3149,"Ha Jin"
3150,"Robert Mason"
3151,"Michael Morpurgo"
3152,"Michael Foreman"
3153,"Maryam Riess"
3154,"Marion Wiesel"
3155,"Carlos Castañeda"
3156,"Ronald Hingley"
3157,"Steve Blamires"
3158,"Sandy Leuthner"
3159,"Daphne du Maurier"
3160,"Sally Beauman"
3161,"Rebecca Goldstein"
3162,"Rebecca York"
3163,"John Barth"
3164,"David West"
3165,"W. R. Johnson"
3166,"Horace Walpole"
3167,"E.F. Bleiler"
3168,"True Kelley"
3169,"Diane deGroat"
3170,"R.A. Foakes"
3171,"Barbara A. Mowat"
3172,"Paul Werstine"
3173,"Deborah Esch"
3174,"Jonathan Warren"
3175,"Anthony Curtis"
3176,"Peter G. Beidler"
3177,"Mary Berry"
3178,"Michael Clamp"
3179,"David L. Stevenson"
3180,"Samuel West"
3181,"F.H. Mares"
3182,"Mark Helprin"
3183,"Isak Dinesen"
3184,"Karen Blixen"
3185,"Troy Denning"
3186,"Neil Taylor"
3187,"Bob Smith"
3188,"David Threlfall"
3189,"Don Warrington"
3190,"Anne-Marie Duff"
3191,"John Bowe"
3192,"Michael Feast"
3193,"Adrian Lester"
3194,"Marvin Spevack"
3195,"Marga Munkelt"
3196,"James K. Lowers"
3197,"David Scott Kastan"
3198,"Lewis Carroll"
3199,"Jane Carruth"
3200,"Rene Cloke"
3201,"John Tenniel"
3202,"Lawrence Durrell"
3203,"Susan Dunn"
3204,"Gita May"
3205,"Robert N. Bellah"
3206,"Conor Cruise O'Brien"
3207,"Carl Hiaasen"
3208,"James W. Hall"
3209,"Edna Buchanan"
3210,"Les Standiford"
3211,"Paul Levine"
3212,"Brian Antoni"
3213,"Tananarive Due"
3214,"John Dufresne"
3215,"Vicki Hendricks"
3216,"Carolina Hospital"
3217,"Evelyn Mayerson"
3218,"Edward Asner"
3219,"Andrés Duany"
3220,"Elizabeth Plater-Zyberk"
3221,"Jeff Speck"
3222,"Don Colbert"
3223,"James Redfield"
3224,"Lou Diamond Phillips"
3225,"Donald Spoto"
3226,"Andrew Gross"
3227,"Maxine Paetro"
3228,"Michael Ledwidge"
3229,"Howard Roughan"
3230,"Michael Garland"
3231,"Howard Stern"
3232,"Lesley Glaister"
3233,"Kevin Smith"
3234,"Phil Hester"
3235,"Ande Parks"
3236,"Stephanie Spinner"
3237,"Linda Sunshine"
3238,"Diego Rivera"
3239,"Jean-Michel Basquiat"
3240,"Sara Jane Boyers"
3241,"Douglas R. Nickel"
3242,"Graeme Base"
3243,"Maxim Gorky"
3244,"Avrahm Yarmolinsky"
3245,"Moura Budberg"
3246,"Jane Heller"
3247,"Ruth Heller"
3248,"Zoë Heller"
3249,"Paul Crilley"
3250,"Malcolm Heath"
3251,"Igor Stravinsky"
3252,"George Seferis"
3253,"Arthur Knodel"
3254,"Ingolf Dahl"
3255,"C. Hassell Bullock"
3256,"John Milner"
3257,"Piet Mondrian"
3258,"Mark Rothko"
3259,"Miguel López-Remiro"
3260,"Lee Seldes"
3261,"Diane Waldman"
3262,"Henry M. Sayre"
3263,"Pindar "
3264,"William H. Race"
3265,"Cecil Maurice Bowra"
3266,"Daniel C. Snell"
3267,"Dawson William Turner"
3268,"Maehler "
3269,"Abraham Moore"
3270,"G.S. Conway"
